1;11;43432211;DDI;;0;Inactivo
2;3572;340340;DDN;11;111;Activo
3;11;49991150;DDI;27;150;Activo
4;220;4846562;DDN;;0;Inactivo
5;11;32240200;DDI;81;150;Activo
6;221;4234563;LOC;221;0;Inactivo
7;11;32240200;DDI;229;150;Activo
8;11;32240200;DDI;34;150;Activo
9;3572;350340;DDN;11;111;Activo
10;230;4846565;DDN;236;333;Inactivo
11;11;32240200;DDI;27;150;Activo
12;3572;370340;DDN;11;111;Activo
13;237;4232206;LOC;237;666;Inactivo
14;11;32240200;DDI;44;150;Activo
15;3572;370340;DDN;220;110;Activo
16;11;47341100;DDI;;0;Activo
17;3572;340340;DDN;221;110;Activo
18;11;32270201;DDI;;0;Activo
19;3572;370340;DDN;236;110;Activo
20;11;32290201;DDI;;0;Activo
21;3572;340340;DDN;237;110;Activo
22;223;4357894;DDI;93;0;Inactivo
23;3572;350340;DDN;237;110;Activo
24;260;4314928;DDI;93;0;Inactivo
25;3572;370340;DDN;237;110;Activo
26;260;4314928;DDI;93;222;Inactivo
27;3572;350340;DDN;381;110;Activo
28;260;4314928;DDI;355;111;Inactivo
29;3572;370340;DDN;2235;200;Activo
30;3524;240336;DDI;249;300;Activo
31;3572;340340;DDN;2320;200;Activo
32;3571;810355;DDI;237;0;Activo
33;3572;350340;DDN;2320;200;Activo
34;3571;810355;DDI;27;0;Activo
35;3572;370340;DDN;2320;200;Activo
36;3572;340340;DDI;34;100;Activo
37;3572;340340;DDN;2323;200;Activo
38;3572;350340;DDI;34;100;Activo
39;3572;350340;DDN;2323;200;Activo
40;3572;340340;DDI;237;0;Activo
41;3572;370340;DDN;2323;200;Activo
42;3572;850357;DDI;27;150;Activo
43;3572;340340;LOC;3572;300;Activo
44;3572;880357;DDI;27;150;Activo
45;3572;350340;LOC;3572;300;Activo
46;260;4314928;DDN;249;444;Inactivo
47;3385;160334;DDN;2320;200;Activo
48;3385;160334;DDN;11;300;Activo
49;260;4314928;DDN;249;333;Inactivo
50;260;4314928;DDN;236;111;Inactivo
51;3524;240336;DDN;237;110;Activo
52;260;4314928;LOC;260;888;Inactivo
53;3385;430342;DDN;237;110;Activo
54;260;4314928;LOC;260;999;Inactivo
55;3385;430342;DDN;237;110;Activo
56;3571;280338;DDN;237;110;Activo
57;3524;500343;DDN;237;110;Activo
58;3571;840355;DDN;237;110;Activo
59;3571;840355;DDN;11;300;Activo
60;3571;810355;DDN;237;110;Activo
61;3571;810355;DDN;11;300;Activo
62;3572;850357;DDN;237;110;Activo
63;3572;850357;DDN;11;300;Activo
64;3572;880357;DDN;237;110;Activo
65;3572;880357;DDN;11;300;Activo
66;11;47341100;DDN;;0;Activo
67;11;32270201;DDN;;0;Activo
68;11;32290201;DDN;;0;Activo
69;11;32290201;LOC;11;999;Activo
70;11;40100648;DDI;27;150;Activo
71;11;41037700;DDI;27;150;Activo
72;11;41280808;DDI;27;150;Activo
73;11;42020905;DDI;27;150;Activo
74;11;42350915;DDI;27;150;Activo
75;11;42610923;DDI;27;150;Activo
76;11;43210940;DDI;27;150;Activo
77;11;43770953;DDI;27;150;Activo
78;11;44151001;DDI;27;150;Activo
79;11;44451006;DDI;27;150;Activo
80;11;45101019;DDI;27;150;Activo
81;11;45341023;DDI;27;150;Activo
82;11;45661029;DDI;27;150;Activo
83;11;45881031;DDI;27;150;Activo
84;11;45971032;DDI;27;150;Activo
85;11;31390136;LOC;11;11;Activo
86;11;31490141;LOC;11;22;Activo
87;11;31540143;LOC;11;33;Activo
88;11;31660146;LOC;11;44;Activo
89;11;31680147;LOC;11;55;Activo
90;11;31900153;LOC;11;66;Activo
91;11;31940155;LOC;11;77;Activo
92;11;32040156;LOC;11;88;Activo
93;11;32080157;LOC;11;99;Activo
94;11;32120157;LOC;11;111;Activo
95;11;32130158;LOC;11;222;Activo
96;11;32170159;LOC;11;333;Activo
97;11;32240200;LOC;11;444;Activo
98;11;32260201;LOC;11;555;Activo
99;220;3340622;DDN;11;11;Activo
100;220;5200932;DDN;11;22;Activo
101;220;7621037;DDN;11;33;Activo
102;221;3400631;DDN;11;44;Activo
103;221;4160809;DDN;11;55;Activo
104;221;4520846;DDN;11;66;Activo
105;221;6891019;DDN;11;77;Activo
106;221;7011023;DDN;11;88;Activo
107;221;7021023;DDN;11;99;Activo
108;221;7251028;DDN;11;111;Activo
109;221;7691038;DDN;11;222;Activo
110;223;3410634;DDN;11;333;Activo
111;223;6161002;DDN;11;444;Activo
112;223;7301029;DDN;11;555;Activo
113;223;7741041;DDN;11;11;Activo
114;230;3460638;DDN;11;22;Activo
115;230;6531011;DDN;11;33;Activo
116;236;3510645;DDN;11;44;Activo
117;236;3530649;DDN;11;55;Activo
118;236;3590703;DDN;11;66;Activo
119;236;3680729;DDN;11;77;Activo
120;236;3750746;DDN;11;88;Activo
121;236;4280818;DDN;11;99;Activo
122;236;4300822;DDN;11;111;Activo
123;236;4340825;DDN;11;222;Activo
124;236;5430937;DDN;11;333;Activo
125;236;5560942;DDN;11;444;Activo
126;236;5570942;DDN;11;555;Activo
127;236;5640946;DDN;11;11;Activo
128;237;7191027;DDN;11;22;Activo
129;341;3790750;DDN;11;33;Activo
130;341;4950924;DDN;11;44;Activo
131;341;5650946;DDN;11;55;Activo
132;341;6071001;DDN;11;66;Activo
133;341;6391008;DDN;11;77;Activo
134;341;6751016;DDN;11;88;Activo
135;341;6771016;DDN;11;99;Activo
136;341;7191028;DDN;11;11;Activo
137;341;7581036;DDN;11;22;Activo
138;348;3830809;DDN;11;33;Activo
139;348;4490844;DDN;11;44;Activo
140;348;4980928;DDN;11;55;Activo
141;348;5660946;DDN;11;66;Activo
142;348;6091001;DDN;11;77;Activo
143;348;6401009;DDN;11;88;Activo
144;348;6771016;DDN;11;99;Activo
145;348;6811017;DDN;11;111;Activo
146;348;7211027;DDN;11;222;Activo
147;348;7591036;DDN;11;333;Activo
148;348;7621037;DDN;11;444;Activo
149;223;3410634;DDI;1;11;Activo
150;236;3680729;DDI;1;22;Activo
151;236;4280818;DDI;1;33;Activo
152;341;4950924;DDI;1;44;Activo
153;230;3460638;DDI;27;55;Activo
154;236;3510645;DDI;27;66;Activo
155;236;3590703;DDI;27;77;Activo
156;221;4160809;DDI;27;88;Activo
157;221;4520846;DDI;27;99;Activo
158;236;5430937;DDI;27;11;Activo
